"ACQDATE","ACQYEAR","ACQ_BRANCHES","ACQ_BRANCHES_HREF","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTAGENT","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","CLCODE","CNTYNAME","CNTYNUM","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","ESTDATE","ESTYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FDICREGION","FDICREGION_DESC","FI_EFFDATE","FI_UNINUM","FRM_CERT","FRM_CHARTAGENT","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_CLCODE","FRM_CNTYNAME","FRM_CNTYNUM","FRM_INSAGENT1","FRM_INSTNAME","FRM_ORGTYPE","FRM_ORGTYPE_NUM","FRM_PADDR","FRM_PCITY","FRM_PSTALP","FRM_PSTNUM","FRM_PZIP5","FRM_PZIPREST","FRM_REGAGENT","FRM_TRUST","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSAGENT2","INSTNAME","INSURED_COM_FLAG","INSURED_OTS_FLAG","LATITUDE","LONGITUDE","MADDR","MCITY","MSTALP","MSTATE","MZIP5","MZIPREST","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","OFF_CNTYNUM","OFF_NUM","ORGTYPE","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","PADDR","PCITY","PROCDATE","PROCYEAR","PSTALP","PZIP5","PZIPREST","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","SERVTYPE","SERVTYPE_DESC","STATE","STNUM","TRANSNUM","TRUST","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1994-12-20T00:00:00","1994","1","/api/history?filters=TRANSNUM:200002028 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35749","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","STATE","0","0","0","0","CU","0","N/A","N/A","91","OKLAHOMA","109","1994-12-20T00:00:00","1994","1979-12-31T00:00:00","1979","1971-09-08T00:00:00","1971","0","0","0","0","0","13","DALLAS","","0","35749","STATE","CU","N/A","N/A","91","OKLAHOMA","109","NCUA","SCRIVNER EMPLOYEES CREDIT UNION","CREDIT UNION","140","1101 SOUTHEAST 59TH STREET","OKLAHOMA CITY","OK","40","73129","","NCUA","","200002028_260_100144__","NCUA","0","","SCRIVNER EMPLOYEES CREDIT UNION","0","0","35.406404","-97.491345","1101 SOUTHEAST 59TH STREET","OKLAHOMA CITY","OK","OKLAHOMA","73129","","0","0","0","0","CREDIT UNION","140","FI","Y","1101 SOUTHEAST 59TH STREET","OKLAHOMA CITY","2000-04-08T00:00:00","2000","OK","73129","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","OKLAHOMA","40","200002028","","0","0","0","0","0","100144","0","0"
"1986-12-31T00:00:00","1986","1","/api/history?filters=TRANSNUM:200002032 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35751","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","PHILADELPHIA","101","1986-12-31T00:00:00","1986","1983-12-31T00:00:00","1983","1970-01-01T00:00:00","1970","0","0","0","0","0","2","NEW YORK","","0","35751","NCUA","CU","N/A","N/A","92","PHILADELPHIA","101","NCUA","TEAMSTERS LOCAL 830 FEDERAL CREDIT UNION","CREDIT UNION","140","12298 TOWNSEND ROAD","PHILADELPHIA","PA","42","19154","","NCUA","","200002032_260_100146__","NCUA","0","","TEAMSTERS LOCAL 830 FEDERAL CREDIT UNION","0","0","40.103621","-74.98339","12298 TOWNSEND ROAD","PHILADELPHIA","PA","PENNSYLVANIA","19154","","0","0","0","0","CREDIT UNION","140","FI","Y","12298 TOWNSEND ROAD","PHILADELPHIA","2000-04-08T00:00:00","2000","PA","19154","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200002032","","0","0","0","0","0","100146","0","0"
"1985-06-26T00:00:00","1985","1","/api/history?filters=TRANSNUM:200002059 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35766","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","MORRIS","27","1985-06-26T00:00:00","1985","1979-12-31T00:00:00","1979","1978-01-30T00:00:00","1978","0","0","0","0","0","2","NEW YORK","","0","35766","NCUA","CU","N/A","N/A","92","MORRIS","27","NCUA","AUSTENAL DOVER FEDERAL CREDIT UNION","CREDIT UNION","140","9 ROY STREET","DOVER","NJ","34","07801","","NCUA","","200002059_260_100161__","NCUA","0","","AUSTENAL DOVER FEDERAL CREDIT UNION","0","0","40.882021","-74.532442","9 ROY STREET","DOVER","NJ","NEW JERSEY","07801","","0","0","0","0","CREDIT UNION","140","FI","Y","9 ROY STREET","DOVER","2000-04-08T00:00:00","2000","NJ","07801","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","NEW JERSEY","34","200002059","","0","0","0","0","0","100161","0","0"
"1989-01-01T00:00:00","1989","1","/api/history?filters=TRANSNUM:200002076 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35773","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","LOS ANGELES","37","1989-01-01T00:00:00","1989","1987-01-01T00:00:00","1987","1974-01-01T00:00:00","1974","0","0","0","0","0","14","SAN FRANCISCO","","0","35773","NCUA","CU","N/A","N/A","92","LOS ANGELES","37","NCUA","HEALTHWEST EMPLOYEES FEDERAL CREDIT UNION","CREDIT UNION","140","8817 RESEDA BLVD RM D","NORTHRIDGE","CA","6","91324","","NCUA","","200002076_260_100168__","NCUA","0","","HEALTHWEST EMPLOYEES FEDERAL CREDIT UNION","0","0","34.230944","-118.536171","8817 RESEDA BLVD RM D","NORTHRIDGE","CA","CALIFORNIA","91324","","0","0","0","0","CREDIT UNION","140","FI","Y","8817 RESEDA BLVD RM D","NORTHRIDGE","2000-04-08T00:00:00","2000","CA","91324","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200002076","","0","0","0","0","0","100168","0","0"
"1979-12-31T00:00:00","1979","1","/api/history?filters=TRANSNUM:200002077 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35774","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","RICHLAND","79","1979-12-31T00:00:00","1979","9999-12-31T00:00:00","9999","1935-01-01T00:00:00","1935","0","0","0","0","0","5","ATLANTA","","0","","","CU","N/A","N/A","0","","0","NCUA","","","0","","","SC","0","","","NCUA","","200002077_260_100169__","NCUA","0","","VETERANS ADMINISTRATION MEDICAL CENTER COLUMBIA FEDERAL CREDIT UNION","0","0","0","0","VA MEDICAL CTR, BLDG 5, GARNERS FERRY RD","COLUMBIA","SC","SOUTH CAROLINA","29201","","0","0","0","0","CREDIT UNION","140","FI","Y","VA MEDICAL CTR, BLDG 5, GARNERS FERRY RD","COLUMBIA","2000-04-08T00:00:00","2000","SC","29201","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","SOUTH CAROLINA","45","200002077","","0","0","0","0","0","100169","0","0"
"1979-12-31T00:00:00","1979","1","/api/history?filters=TRANSNUM:200002078 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35775","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","WOOD","107","1979-12-31T00:00:00","1979","9999-12-31T00:00:00","9999","1966-01-01T00:00:00","1966","0","0","0","0","0","5","ATLANTA","","0","","","CU","N/A","N/A","0","","0","NCUA","","","0","","","WV","0","","","NCUA","","200002078_260_100170__","NCUA","0","","SAINT JOSEPHS PARKERSBURG FEDERAL CREDIT UNION","0","0","0","0","0","PARKERSBURG","WV","WEST VIRGINIA","26101","","0","0","0","0","CREDIT UNION","140","FI","Y","0","PARKERSBURG","2000-04-08T00:00:00","2000","WV","26101","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","WEST VIRGINIA","54","200002078","","0","0","0","0","0","100170","0","0"
"1979-12-31T00:00:00","1979","1","/api/history?filters=TRANSNUM:200002079 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35776","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","STATE","0","0","0","0","CU","0","N/A","N/A","91","NEW HANOVER","129","1979-12-31T00:00:00","1979","9999-12-31T00:00:00","9999","1978-01-01T00:00:00","1978","0","0","0","0","0","5","ATLANTA","","0","","","CU","N/A","N/A","0","","0","NCUA","","","0","","","NC","0","","","NCUA","","200002079_260_100171__","NCUA","0","","CARTON EMPLOYEE CREDIT UNION","0","0","0","0","0","WILMINGTON","NC","NORTH CAROLINA","28405","","0","0","0","0","CREDIT UNION","140","FI","Y","0","WILMINGTON","2000-04-08T00:00:00","2000","NC","28405","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","NORTH CAROLINA","37","200002079","","0","0","0","0","0","100171","0","0"
"1980-01-01T00:00:00","1980","1","/api/history?filters=TRANSNUM:200002096 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35786","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","STATE","0","0","0","0","CU","0","N/A","N/A","91","ALAMEDA","1","1980-01-01T00:00:00","1980","1979-12-31T00:00:00","1979","1937-01-01T00:00:00","1937","0","0","0","0","0","14","SAN FRANCISCO","","0","35786","STATE","CU","N/A","N/A","91","ALAMEDA","1","NCUA","HERRICK HOSPITAL CREDIT UNION","CREDIT UNION","140","2484 SHATTUCK AVENUE","BERKELEY","CA","6","94704","","NCUA","","200002096_260_100181__","NCUA","0","","HERRICK HOSPITAL CREDIT UNION","0","0","37.864212","-122.267575","2484 SHATTUCK AVENUE","BERKELEY","CA","CALIFORNIA","94704","","0","0","0","0","CREDIT UNION","140","FI","Y","2484 SHATTUCK AVENUE","BERKELEY","2000-04-08T00:00:00","2000","CA","94704","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200002096","","0","0","0","0","0","100181","0","0"
"1979-12-31T00:00:00","1979","1","/api/history?filters=TRANSNUM:200002097 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35787","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","ONONDAGA","67","1979-12-31T00:00:00","1979","9999-12-31T00:00:00","9999","1959-01-01T00:00:00","1959","0","0","0","0","0","2","NEW YORK","","0","","","CU","N/A","N/A","0","","0","NCUA","","","0","","","NY","0","","","NCUA","","200002097_260_100182__","NCUA","0","","MCMILLAN EMPLOYEES FEDERAL CREDIT UNION","0","0","0","0","M 45 COURT ST. RD.","SYRACUSE","NY","NEW YORK","13206","","0","0","0","0","CREDIT UNION","140","FI","Y","M 45 COURT ST. RD.","SYRACUSE","2000-04-08T00:00:00","2000","NY","13206","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200002097","","0","0","0","0","0","100182","0","0"
"1984-12-17T00:00:00","1984","1","/api/history?filters=TRANSNUM:200002099 AND (REPORT_TYPE:260 OR REPORT_TYPE:721)&sort_by=OFF_PSTALP&sort_order=asc","0","N","35788","260","BANK CLOSED BY CHARTERING AGENT PENDING SALE","Failed. Closed with government assistance.","NCUA","0","0","0","0","CU","0","N/A","N/A","92","ORANGE","59","1984-12-17T00:00:00","1984","1979-12-31T00:00:00","1979","1949-01-01T00:00:00","1949","0","0","0","0","0","14","SAN FRANCISCO","","0","35788","NCUA","CU","N/A","N/A","92","ORANGE","59","NCUA","US PLYWOOD EMPLOYEES FEDERAL CREDIT UNION","CREDIT UNION","140","0","LA HABRA","CA","6","90631","","NCUA","","200002099_260_100183__","NCUA","0","","US PLYWOOD EMPLOYEES FEDERAL CREDIT UNION","0","0","0","0","0","LA HABRA","CA","CALIFORNIA","90631","","0","0","0","0","CREDIT UNION","140","FI","Y","0","LA HABRA","2000-04-08T00:00:00","2000","CA","90631","","NCUA","0","0","260","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200002099","","0","0","0","0","0","100183","0","0"
