,Cert_ID,Class_Type,Effective_Date,Change_Type
322,57244,Commercial,2001-09-14,NewInstitutions
323,57177,Commercial,2001-09-14,NewInstitutions
324,57223,Commercial,2001-09-17,NewInstitutions
325,57136,Commercial,2001-09-19,NewInstitutions
326,57175,Commercial,2001-09-24,NewInstitutions
327,57176,Commercial,2001-09-24,NewInstitutions
328,57251,Commercial,2001-10-01,NewInstitutions
329,35599,Commercial,2001-10-01,NewInstitutions
330,57160,Savings,2001-10-01,NewInstitutions
331,57187,Commercial,2001-10-04,NewInstitutions
332,57219,Commercial,2001-10-09,NewInstitutions
333,57255,Commercial,2001-10-18,NewInstitutions
334,57250,Commercial,2001-10-26,NewInstitutions
335,57071,Commercial,2001-11-01,NewInstitutions
336,57211,Commercial,2001-11-05,NewInstitutions
337,57314,Commercial,2001-11-05,NewInstitutions
338,57228,Commercial,2001-11-06,NewInstitutions
339,57189,Savings,2001-11-12,NewInstitutions
340,57151,Commercial,2001-11-14,NewInstitutions
341,57246,Commercial,2001-11-15,NewInstitutions
342,57148,Commercial,2001-11-16,NewInstitutions
343,57201,Commercial,2001-11-19,NewInstitutions
344,57230,Commercial,2001-11-19,NewInstitutions
345,35114,Commercial,2001-11-20,NewInstitutions
346,57249,Commercial,2001-11-26,NewInstitutions
347,57231,Commercial,2001-11-26,NewInstitutions
348,57302,Commercial,2001-11-27,NewInstitutions
349,57254,Commercial,2001-11-29,NewInstitutions
350,57282,Savings,2001-12-01,NewInstitutions
351,57281,Commercial,2001-12-01,NewInstitutions
352,57240,Commercial,2001-12-03,NewInstitutions
353,57178,Commercial,2001-12-05,NewInstitutions
354,57301,Commercial,2001-12-10,NewInstitutions
355,57213,Commercial,2001-12-10,NewInstitutions
356,57265,Savings,2001-12-10,NewInstitutions
357,57271,Commercial,2001-12-17,NewInstitutions
358,57303,Commercial,2001-12-17,NewInstitutions
359,57120,Commercial,2001-12-17,NewInstitutions
360,57096,Commercial,2001-12-17,NewInstitutions
361,57044,Commercial,2001-12-18,NewInstitutions
362,57262,Savings,2001-12-21,NewInstitutions
363,57280,Commercial,2001-12-22,NewInstitutions
364,57110,Commercial,2001-12-27,NewInstitutions
365,57335,Commercial,2001-12-28,NewInstitutions
366,57164,Commercial,2001-12-28,NewInstitutions
367,57181,Commercial,2001-12-28,NewInstitutions
368,57225,Commercial,2002-01-10,NewInstitutions
369,57289,Commercial,2002-01-11,NewInstitutions
370,57300,Commercial,2002-01-22,NewInstitutions
371,57252,Commercial,2002-01-23,NewInstitutions
372,57296,Commercial,2002-01-28,NewInstitutions
373,57017,Commercial,2002-01-28,NewInstitutions
374,57239,Commercial,2002-02-05,NewInstitutions
375,57276,Commercial,2002-02-11,NewInstitutions
376,57242,Commercial,2002-02-14,NewInstitutions
377,57215,Commercial,2002-02-19,NewInstitutions
378,57274,Commercial,2002-03-01,NewInstitutions
379,57263,Commercial,2002-03-01,NewInstitutions
380,57260,Commercial,2002-03-01,NewInstitutions
381,57305,Savings,2002-03-05,NewInstitutions
382,57167,Commercial,2002-03-18,NewInstitutions
383,57261,Commercial,2002-03-25,NewInstitutions
384,57123,Commercial,2002-03-25,NewInstitutions
385,57372,Commercial,2002-04-01,NewInstitutions
386,57269,Commercial,2002-04-02,NewInstitutions
387,57132,Commercial,2002-04-03,NewInstitutions
388,57364,Commercial,2002-04-15,NewInstitutions
389,57312,Commercial,2002-04-15,NewInstitutions
390,57311,Commercial,2002-04-16,NewInstitutions
391,57236,Commercial,2002-04-18,NewInstitutions
392,57339,Commercial,2002-04-19,NewInstitutions
393,57368,Commercial,2002-04-22,NewInstitutions
394,57348,Commercial,2002-04-29,NewInstitutions
395,57336,Commercial,2002-05-01,NewInstitutions
396,57134,Commercial,2002-05-08,NewInstitutions
397,57285,Commercial,2002-05-13,NewInstitutions
398,57358,Commercial,2002-05-16,NewInstitutions
399,57105,Commercial,2002-05-20,NewInstitutions
400,57192,Commercial,2002-05-20,NewInstitutions
401,57186,Commercial,2002-05-24,NewInstitutions
402,57378,Commercial,2002-06-03,NewInstitutions
403,57293,Commercial,2002-06-03,NewInstitutions
404,57315,Commercial,2002-06-04,NewInstitutions
405,57232,Commercial,2002-06-14,NewInstitutions
406,57413,Commercial,2002-06-15,NewInstitutions
407,57031,Commercial,2002-06-17,NewInstitutions
408,57345,Commercial,2002-06-17,NewInstitutions
409,57214,Commercial,2002-06-21,NewInstitutions
410,57391,Commercial,2002-06-21,NewInstitutions
411,57350,Commercial,2002-07-01,NewInstitutions
412,57332,Commercial,2002-07-01,NewInstitutions
413,57373,Commercial,2002-07-08,NewInstitutions
414,57355,Commercial,2002-07-15,NewInstitutions
415,57360,Commercial,2002-07-16,NewInstitutions
416,57256,Commercial,2002-07-22,NewInstitutions
417,57396,Commercial,2002-07-22,NewInstitutions
418,57362,Commercial,2002-07-23,NewInstitutions
419,57191,Commercial,2002-07-29,NewInstitutions
420,57356,Commercial,2002-08-05,NewInstitutions
421,57036,Commercial,2002-08-05,NewInstitutions
422,57279,Commercial,2002-08-05,NewInstitutions
423,57363,Commercial,2002-08-08,NewInstitutions
424,57055,Commercial,2002-08-19,NewInstitutions
425,57273,Commercial,2002-08-21,NewInstitutions
426,57324,Commercial,2002-08-26,NewInstitutions
427,57264,Commercial,2002-09-03,NewInstitutions
428,57395,Commercial,2002-09-05,NewInstitutions
429,57431,Commercial,2002-09-10,NewInstitutions
430,57420,Commercial,2002-09-16,NewInstitutions
431,57259,Commercial,2002-09-16,NewInstitutions
432,57342,Commercial,2002-09-18,NewInstitutions
433,57357,Commercial,2002-09-27,NewInstitutions
434,57331,Commercial,2002-10-01,NewInstitutions
435,57415,Commercial,2002-10-01,NewInstitutions
436,57416,Commercial,2002-10-09,NewInstitutions
437,57065,Commercial,2002-10-10,NewInstitutions
438,57145,Commercial,2002-10-15,NewInstitutions
439,57359,Commercial,2002-10-17,NewInstitutions
440,57497,Commercial,2002-10-25,NewInstitutions
441,57369,Commercial,2002-10-28,NewInstitutions
442,57377,Commercial,2002-10-28,NewInstitutions
443,57275,Commercial,2002-10-29,NewInstitutions
444,57453,Commercial,2002-11-01,NewInstitutions
445,57442,Commercial,2002-11-04,NewInstitutions
446,57399,Commercial,2002-11-05,NewInstitutions
447,57443,Savings,2002-11-05,NewInstitutions
448,57474,Commercial,2002-11-15,NewInstitutions
449,57475,Commercial,2002-11-18,NewInstitutions
450,57414,Commercial,2002-11-21,NewInstitutions
451,57309,Commercial,2002-11-25,NewInstitutions
452,57465,Commercial,2002-12-02,NewInstitutions
453,57277,Savings,2002-12-09,NewInstitutions
454,57411,Commercial,2002-12-09,NewInstitutions
455,57477,Commercial,2002-12-12,NewInstitutions
456,57437,Commercial,2002-12-12,NewInstitutions
457,57491,Commercial,2002-12-16,NewInstitutions
458,57484,Commercial,2002-12-16,NewInstitutions
459,57499,Commercial,2002-12-16,NewInstitutions
460,57338,Commercial,2002-12-26,NewInstitutions
461,57401,Commercial,2002-12-27,NewInstitutions
462,57468,Commercial,2003-01-13,NewInstitutions
463,57386,Commercial,2003-01-13,NewInstitutions
464,57425,Commercial,2003-01-21,NewInstitutions
465,57434,Savings,2003-01-21,NewInstitutions
466,57469,Commercial,2003-01-21,NewInstitutions
467,57366,Savings,2003-01-27,NewInstitutions
468,57352,Commercial,2003-01-27,NewInstitutions
469,57487,Commercial,2003-01-27,NewInstitutions
470,57522,Commercial,2003-02-03,NewInstitutions
471,57429,Commercial,2003-02-03,NewInstitutions
472,57508,Commercial,2003-02-03,NewInstitutions
473,57511,Commercial,2003-02-03,NewInstitutions
474,57512,Commercial,2003-02-03,NewInstitutions
475,57498,Commercial,2003-02-03,NewInstitutions
476,57456,Commercial,2003-02-11,NewInstitutions
477,57423,Commercial,2003-02-18,NewInstitutions
478,57346,Commercial,2003-02-24,NewInstitutions
479,57483,Commercial,2003-03-03,NewInstitutions
480,57448,Commercial,2003-03-04,NewInstitutions
481,57382,Commercial,2003-03-10,NewInstitutions
482,57424,Commercial,2003-03-12,NewInstitutions
483,57467,Commercial,2003-03-13,NewInstitutions
484,57505,Commercial,2003-03-17,NewInstitutions
485,57525,Commercial,2003-03-17,NewInstitutions
486,57379,Commercial,2003-03-25,NewInstitutions
487,57436,Commercial,2003-03-25,NewInstitutions
488,57529,Commercial,2003-04-01,NewInstitutions
489,57534,Commercial,2003-04-01,NewInstitutions
490,57441,Commercial,2003-04-02,NewInstitutions
491,57445,Commercial,2003-04-09,NewInstitutions
492,57545,Commercial,2003-04-10,NewInstitutions
493,57478,Commercial,2003-04-11,NewInstitutions
494,57548,Commercial,2003-04-14,NewInstitutions
495,57507,Commercial,2003-04-15,NewInstitutions
496,57450,Commercial,2003-04-28,NewInstitutions
497,57320,Commercial,2003-04-29,NewInstitutions
498,57476,Commercial,2003-05-01,NewInstitutions
499,57513,Commercial,2003-05-05,NewInstitutions
500,57495,Commercial,2003-05-09,NewInstitutions
501,57417,Commercial,2003-05-15,NewInstitutions
502,57552,Commercial,2003-05-19,NewInstitutions
503,57577,Commercial,2003-05-23,NewInstitutions
504,57543,Commercial,2003-05-28,NewInstitutions
505,57514,Commercial,2003-06-02,NewInstitutions
506,57557,Commercial,2003-06-05,NewInstitutions
507,57447,Commercial,2003-06-09,NewInstitutions
508,57428,Commercial,2003-06-10,NewInstitutions
509,57479,Commercial,2003-06-13,NewInstitutions
510,57486,Commercial,2003-06-17,NewInstitutions
511,57603,Commercial,2003-07-01,NewInstitutions
512,57521,Commercial,2003-07-01,NewInstitutions
513,57564,Commercial,2003-07-03,NewInstitutions
514,57198,Commercial,2003-07-07,NewInstitutions
515,57532,Commercial,2003-07-10,NewInstitutions
516,57537,Commercial,2003-07-14,NewInstitutions
517,57600,Commercial,2003-07-21,NewInstitutions
518,57408,Commercial,2003-07-21,NewInstitutions
519,57677,Savings,2003-07-25,NewInstitutions
520,57562,Commercial,2003-08-04,NewInstitutions
521,57581,Commercial,2003-08-04,NewInstitutions
522,57554,Commercial,2003-08-04,NewInstitutions
523,57544,Commercial,2003-08-04,NewInstitutions
524,57524,Commercial,2003-08-06,NewInstitutions
525,57575,Commercial,2003-08-06,NewInstitutions
526,57587,Commercial,2003-08-11,NewInstitutions
527,57533,Commercial,2003-08-11,NewInstitutions
528,57432,Commercial,2003-08-11,NewInstitutions
529,57504,Commercial,2003-08-15,NewInstitutions
530,57620,Commercial,2003-08-18,NewInstitutions
531,57586,Commercial,2003-08-18,NewInstitutions
532,57306,Commercial,2003-08-19,NewInstitutions
533,57667,Commercial,2003-08-20,NewInstitutions
534,57440,Commercial,2003-08-26,NewInstitutions
535,57596,Commercial,2003-09-02,NewInstitutions
536,57621,Commercial,2003-09-09,NewInstitutions
537,57565,Commercial,2003-09-15,NewInstitutions
538,57463,Commercial,2003-09-18,NewInstitutions
539,57430,Commercial,2003-09-19,NewInstitutions
540,57576,Commercial,2003-09-22,NewInstitutions
541,57492,Commercial,2003-09-23,NewInstitutions
542,57493,Commercial,2003-10-01,NewInstitutions
543,57536,Commercial,2003-10-01,NewInstitutions
544,57510,Commercial,2003-10-01,NewInstitutions
545,57594,Commercial,2003-10-06,NewInstitutions
546,57444,Commercial,2003-10-06,NewInstitutions
547,57590,Commercial,2003-10-15,NewInstitutions
548,57611,Commercial,2003-10-15,NewInstitutions
549,57597,Commercial,2003-10-16,NewInstitutions
550,57614,Commercial,2003-10-17,NewInstitutions
551,57551,Commercial,2003-10-20,NewInstitutions
552,57540,Commercial,2003-10-20,NewInstitutions
553,57598,Commercial,2003-10-24,NewInstitutions
554,57669,Savings,2003-10-28,NewInstitutions
555,57580,Commercial,2003-10-30,NewInstitutions
556,57470,Savings,2003-10-30,NewInstitutions
557,57608,Commercial,2003-10-30,NewInstitutions
558,57647,Commercial,2003-11-03,NewInstitutions
559,57571,Commercial,2003-11-03,NewInstitutions
